original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
KLAUS-DIETER	VORLOP	KLAUS DIETER	VORLOP	ISGC	K	VORLOP K
ANTJE	HEVERKERL	ANTJE	HEVEKERL	ISGC	A	HEVERKERL A
DAGMAR	HOFMANN	DAGMAR	HOFMANN	ISGC	D	HOFMANN D
JOSEFA	HOFMANN	JOSEFA	HOFMANN	ISGC	J	HOFMANN J
MARKUS R	HEINRICH	MARKUS R	HEINRICH	ISGC	MR	HEINRICH MR
MRUTYUNJAY	PANIGRAHI	MRUTYUNJAY	PANIGRAHI	ISGC	M	PANIGRAHI M
DMYTRO	KOZAK	DMYTRO	KOZAK	ISGC	D	KOZAK D
MARIUSZ	GRABDA	MARIUSZ	GRABDA	ISGC	M	GRABDA M
ETSURO	SHIBATA	ETSURO	SHIBATA	ISGC	E	SHIBATA E
TAKASHI	NAKAMURA	TAKASHI	NAKAMURA	ISGC	T	NAKAMURA T
MANGESH	AVHAD	MANGESH	AVHAD	ISGC	M	AVHAD M
JORGE MARIO	MARCHETTI	JORGE MARIO	MARCHETTI	ISGC	JM	MARCHETTI JM
MARCOS	SANCHEZ	MARCOS	SANCHEZ	ISGC	M	SANCHEZ M
ELISA	PEÑA	ELISA	PENA	ISGC	E	PENA E
MERCEDES	MARTINEZ	MERCEDES	MARTINEZ	ISGC	M	MARTINEZ M
JOSÉ	ARACIL	JOSE	ARACIL	ISGC	J	ARACIL J
NAZZOLY	BRÜNIG	NAZZOLY	BRUNIG	ISGC	N	BRUNIG N
RUDOLF	PIETSCHNIG	RUDOLF	PIETSCHNIG	ISGC	R	PIETSCHNIG R
HOANG VU	LY	HOANG VU	LY	ISGC	HV	LY HV
HEE CHUL	WOO	HEE CHUL	WOO	ISGC	HC	WOO HC
LEONARD JAMES	WRIGHT	LEONARD JAMES	WRIGHT	ISGC	LJ	WRIGHT LJ
NABILAH	ISMAIL	NABILAH	ISMAIL	ISGC	N	ISMAIL N
TERRENCE	COLLINS	TERRENCE	COLLINS	ISGC	T	COLLINS T
NARESH	SINGHAL	NARESH	SINGHAL	ISGC	N	SINGHAL N
ISABEL	VICENTE	ISABEL	VICENTE	ISGC	I	VICENTE I
STEFANO	PROTO	STEFANO	PROTO	ISGC	S	PROTO S
SERGIO	CASTILLÓN	SERGIO	CASTILLON	ISGC	S	CASTILLON S
DAILY	RODRÍGUEZ PADRÓN	DAILY	RODRIGUEZ PADRON	ISGC	D	RODRIGUEZ PADRON D
ANTONIO ANGEL	ROMERO REYES	ANTONIO ANGEL	ROMERO REYES	ISGC	AA	ROMERO REYES AA
CARMEN	LASTRES	CARMEN	LASTRES	ISGC	C	LASTRES C
ALINA M	BALU	ALINA MARIANA	BALU	ISGC	AM	BALU AM
MAHMOUD	TRABELSI	MAHMOUD	TRABELSI	ISGC	M	TRABELSI M
KHALED	MLIKI	KHALED	MLIKI	ISGC	K	MLIKI K
DAN	BELOSINSCHI	DAN	BELOSINSCHI	ISGC	D	BELOSINSCHI D
CLAUDE	JOLIVALT	CLAUDE	JOLIVALT	ISGC	C	JOLIVALT C
NOÉMIE	BALISTRERI	NOEMIE	BALISTRERI	ISGC	N	BALISTRERI N
ILONA	WANDZIK	ILONA	WANDZIK	ISGC	I	WANDZIK I
MARTA	KOWALCZYK	MARTA	KOWALCZYK	ISGC	M	KOWALCZYK M
MAÏTÉ	AUDEMAR	MAITE	AUDEMAR	ISGC	M	AUDEMAR M
FEI	LUI	FEI	LUI	ISGC	F	LUI F
SALVADORA	ORTEGA-REQUENA	SALVADORA	ORTEGA REQUENA	ISGC	S	ORTEGA-REQUENA S
SERGE	REBOUILLAT	SERGE	REBOUILLAT	ISGC	S	REBOUILLAT S
NASSIM	SAYOUD	NASSIM	SAYOUD	ISGC	N	SAYOUD N
TATIANA	CUCU	TATIANA	CUCU	ISGC	T	CUCU T
BRUNO	DE MEULENAER	BRUNO	DE MEULENAER	ISGC	B	DE MEULENAER B
AFSANEH	FEIZ	AFSANEH	FEIZ	ISGC	A	FEIZ A
AYOOB	BAZGIR	AYOOB	BAZGIR	ISGC	A	BAZGIR A
ABIRAMI	DEVADAS	ABIRAMI	DEVADAS	ISGC	A	DEVADAS A
THOMAS	JAUBERT	THOMAS	JAUBERT	ISGC	T	JAUBERT T
JEANNE-ROSE	VALÉRIE	JEANNE ROSE	VALERIE	ISGC	J	VALERIE J
A	DUFFY	A	DUFFY	ISGC	A	DUFFY A
S	PENET	S	PENET	ISGC	S	PENET S
EDOUARD	BAILLE-BARRELLE	EDOUARD	BAILLE BARRELLE	ISGC	E	BAILLE-BARRELLE E
JEAN-CHRISTOPHE	HENRION	JEAN CHRISTOPHE	HENRION	ISGC	J	HENRION J
XAVIER	SCHULTZE	XAVIER	SCHULTZE	ISGC	X	SCHULTZE X
JULIEN	PORTAL	JULIEN	PORTAL	ISGC	J	PORTAL J
CHARLES	GOMES	CHARLES	GOMES	ISGC	C	GOMES C
GAUTHIER	JARROUSSE	GAUTHIER	JARROUSSE	ISGC	G	JARROUSSE G
CAROLINE	JOLY	CAROLINE	JOLY	ISGC	C	JOLY C
MIREILLE	ARNAUD-ROUX	MIREILLE	ARNAUD ROUX	ISGC	M	ARNAUD-ROUX M
VÉRONIQUE	VALERO	VERONIQUE	VALERO	ISGC	V	VALERO V
CLAUDINE	MOIRE	CLAUDINE	MOIRE	ISGC	C	MOIRE C
FABIENNE	ROYOU-BOUTIN	FABIENNE	ROYOU BOUTIN	ISGC	F	ROYOU-BOUTIN F
THIERRY	BORDIER	THIERRY	BORDIER	ISGC	T	BORDIER T
PATRICIO	GUERREIRO	PATRICIO	GUERREIRO	ISGC	P	GUERREIRO P
MAGALI	LIMA	MAGALI	LIMA	ISGC	M	LIMA M
SERGE	RICHARD	SERGE	RICHARD	ISGC	S	RICHARD S
JAAKKO	HILTUNEN	JAAKKO	HILTUNEN	ISGC	J	HILTUNEN J
DAVID	YAP	DAVID	YAP	ISGC	D	YAP D
JEAN-MICHEL	TATIBOUET	JEAN MICHEL	TATIBOUET	ISGC	J	TATIBOUET J
A	SIMPSON	A	SIMPSON	ISGC	A	SIMPSON A
STÉPHANE	STREIFF	STEPHANE	STREIFF	ISGC	S	STREIFF S
PATRICK	MAESTRO	PATRICK	MAESTRO	ISGC	P	MAESTRO P
JEAN-LUC	MOULLET	JEAN LUC	MOULLET	ISGC	J	MOULLET J
A	KOVACS	A	KOVACS	ISGC	A	KOVACS A
F	TOUCHARD	F	TOUCHARD	ISGC	F	TOUCHARD F
L	CHOCINSKI	L	CHOCINSKI	ISGC	L	CHOCINSKI L
HAILE	CAI	HAILE	CAI	ISGC	H	CAI H
CHANGZHI	LI	CHANGZHI	LI	ISGC	C	LI C
MARK	GARRETT	MARK	GARRETT	ISGC	M	GARRETT M
GARY	SHELDRAKE	GARY	SHELDRAKE	ISGC	G	SHELDRAKE G
JEAN-PAUL	LANGE	JEAN PAUL	LANGE	ISGC	J	LANGE J
JEROEN VAN	BUIJTENEN	JEROEN	VAN BUIJTENEN	ISGC	JV	BUIJTENEN JV
LETICIA ESPINOSA	ALFONSO	LETICIA	ESPINOSA ALONSO	ISGC	LE	ALFONSO LE
WOUTER	SPIERING	WOUTER	SPIERING	ISGC	W	SPIERING W
ROB	POLMANS	ROB	POLMANS	ISGC	R	POLMANS R
CARSTEN	LIEBIG	CARSTEN	LIEBIG	ISGC	C	LIEBIG C
CYRILLE	GUILLON	CYRILLE	GUILLON	ISGC	C	GUILLON C
WOLFGANG F	HOELDERICH	WOLFGANG F	HOELDERICH	ISGC	WF	HOELDERICH WF
FRANK	DUMEIGNIL	FRANCK	DUMEIGNIL	ISGC	F	DUMEIGNIL F
MARC	SUTTER	MARC	SUTTER	ISGC	M	SUTTER M
YANN	RAOUL	YANN	RAOUL	ISGC	Y	RAOUL Y
FRANCESCO	BASILE	FRANCESCO	BASILE	ISGC	F	BASILE F
FABRICIO	CAVANI	FABRIZIO	CAVANI	ISGC	F	CAVANI F
PATRICIA	CONCEPCION	PATRICIA	CONCEPCION	ISGC	P	CONCEPCION P
GIUSEPPE	LIOSI	GIUSEPPE	LIOSI	ISGC	G	LIOSI G
ADRIEN	MOURET	ADRIEN	MOURET	ISGC	A	MOURET A
ROBERTO	COMPANY	ROBERTO	COMPANY	ISGC	R	COMPANY R
FUWEI	LI	FUWEI	LI	ISGC	F	LI F
XIA	CHUNGU	XIA	CHUNGU	ISGC	X	CHUNGU X
ANNE-LAURE	WIROTIUS	ANNE LAURE	WIROTIUS	ISGC	A	WIROTIUS A
FRÉDÉRIQUE	HAM-PICHAVANT	FREDERIQUE	HAM PICHAVANT	ISGC	F	HAM-PICHAVANT F
DENILSON DA	SILVA-PEREZ	DENILSON	DA SILVA PEREZ	ISGC	DD	SILVA-PEREZ DD
GILLES	LABAT	GILLES	LABAT	ISGC	G	LABAT G
BENOIT	GADENNE	BENOIT	GADENNE	ISGC	B	GADENNE B
STÉPHANE	GRELLER	STEPHANE	GRELIER	ISGC	S	GRELLER S
AURÉLIE	LAVERGNE	AURELIE	LAVERGNE	ISGC	A	LAVERGNE A
LAURIANNE	MOITY	LAURIANNE	MOITY	ISGC	L	MOITY L
ANDRÉ	MORTREUX	ANDRE	MORTREUX	ISGC	A	MORTREUX A
STIJN VAN DE	VYVER	STIJN	VAN DE VYVER	ISGC	SVD	VYVER SVD
JAN	GEBOERS	JAN	GEBOERS	ISGC	J	GEBOERS J
BERT	SELS	BERT	SELS	ISGC	B	SELS B
CHRISTOPHE	VALLÉE	CHRISTOPHE	VALLEE	ISGC	C	VALLEE C
DIDIER	BERNARD	DIDIER	BERNARD	ISGC	D	BERNARD D
OLIVIA	CHAUMET-MARTIN	OLIVIA	CHAUMET MARTIN	ISGC	O	CHAUMET-MARTIN O
EMMANUELLE	PELLIER	EMMANUELLE	PELLIER	ISGC	E	PELLIER E
P	CALLEJA	P	CALLEJA	ISGC	P	CALLEJA P
JOSEPH A	STEWART	JOSEPH A	STEWART	ISGC	JA	STEWART JA
ERIK	REUBSAET	ERIK	REUBSAET	ISGC	E	REUBSAET E
SARA G	FERNANDEZ	SARA G	FERNANDEZ	ISGC	SG	FERNANDEZ SG
PEDRO L	ARIAS	PEDRO L	ARIAS	ISGC	PL	ARIAS PL
RAJA	ZNAIGUIA	RAJA	ZNAIGUIA	ISGC	R	ZNAIGUIA R
STÉPHANE	LORIDANT	STEPHANE	LORIDANT	ISGC	S	LORIDANT S
BENDAOU	NOHAIR	BENDAOU	NOHAIR	ISGC	B	NOHAIR B
MATTHIEU O	SONNATI	MATTHIEU O	SONNATI	ISGC	MO	SONNATI MO
SONIA	AMIGONI	SONIA	AMIGONI	ISGC	S	AMIGONI S
ELISABETH P TAFFIN DE	GIVENCHY	ELISABETH	TAFFIN DE GIVENCHY	ISGC	EPTD	GIVENCHY EPTD
THIERRY	DARMANIN	THIERRY	DARMANIN	ISGC	T	DARMANIN T
OLIVIER	CHOULET	OLIVIER	CHOULET	ISGC	O	CHOULET O
FRÉDÉRIC	GUITTARD	FREDERIC	GUITTARD	ISGC	F	GUITTARD F
E	NELHIG	E	NELHIG	ISGC	E	NELHIG E
L	MOTTE	L	MOTTE	ISGC	L	MOTTE L
E	GUENIN	ERWANN	GUENIN	ISGC	E	GUENIN E
HENNING	KAYSER	HENNING	KAYSER	ISGC	H	KAYSER H
PABLO DOMINGUEZ DE	MARIA	PABLO	DOMINGUEZ DE MARIA	ISGC	PDD	MARIA PDD
YULIA	MONAKHOVA	YULIA	MONAKHOVA	ISGC	Y	MONAKHOVA Y
PIERRE	AGULHON	PIERRE	AGULHON	ISGC	P	AGULHON P
DIDIER	TICHIT	DIDIER	TICHIT	ISGC	D	TICHIT D
GRIT	STRAGANZ	GRIT	STRAGANZ	ISGC	G	STRAGANZ G
AGNÈS	ROLLAND-SABATÉ	AGNES	ROLLAND SABATE	ISGC	A	ROLLAND-SABATE A
ROMAIN	IRAGUE	ROMAIN	IRAGUE	ISGC	R	IRAGUE R
ALAIN	BULÉON	ALAIN	BULEON	ISGC	A	BULEON A
LAURENCE	TARQUIS	LAURENCE	TARQUIS	ISGC	L	TARQUIS L
JEAN-LOUIS	DOUBLIER	JEAN LOUIS	DOUBLIER	ISGC	J	DOUBLIER J
BERNARD	RIEDL	BERNARD	RIEDL	ISGC	B	RIEDL B
VAHÉ	VARDANYAN	VAHE	VARDANYAN	ISGC	V	VARDANYAN V
ALIREZA	KABOORANI	ALIREZA	KABOORANI	ISGC	A	KABOORANI A
BOUDDAH	POATY	BOUDDAH	POATY	ISGC	B	POATY B
GREGORY	CHAUVE	GREGORY	CHAUVE	ISGC	G	CHAUVE G
ALEXANDRU	CUREA	ALEXANDRU	CUREA	ISGC	A	CUREA A
SIMONA M	COMAN	SIMONA M	COMAN	ISGC	SM	COMAN SM
KAMEH	TAJVIDI	KAMEH	TAJVIDI	ISGC	K	TAJVIDI K
JENS U	OLTMANNS	JENS U	OLTMANNS	ISGC	JU	OLTMANNS JU
JOHAN DE	CONINCK	JOHAN	DE CONINCK	ISGC	JD	CONINCK JD
CHRISTOPHE	LUGUEL	CHRISTOPHE	LUGUEL	ISGC	C	LUGUEL C
PETER	MIEDZIAK	PETER	MIEDZIAK	ISGC	P	MIEDZIAK P
HAMED	ALSHAMMARI	HAMED	ALSHAMMARI	ISGC	H	ALSHAMMARI H
DAVID	WILLOCK	DAVID	WILLOCK	ISGC	D	WILLOCK D
DAVID	KNIGHT	DAVID	KNIGHT	ISGC	D	KNIGHT D
GRAHAM	HUTCHINGS	GRAHAM J	HUTCHINGS	ISGC	G	HUTCHINGS G
CANDACE	FOWLER	CANDACE	FOWLER	ISGC	C	FOWLER C
CATHERINE	O'NEILL	CATHERINE	ONEILL	ISGC	C	O'NEILL C
ERICA	KOWAL	ERICA	KOWAL	ISGC	E	KOWAL E
EMELINE	PRANDATO	EMELINE	PRANDATO	ISGC	E	PRANDATO E
FRANÇOISE	MÉCHIN	FRANCOISE	MECHIN	ISGC	F	MECHIN F
ROBERTO	OLCESE	ROBERTO	OLCESE	ISGC	R	OLCESE R
BINOD	SHRESTHA	BINOD	SHRESTHA	ISGC	B	SHRESTHA B
MOHAMMED	BETTAHAR	MOHAMMED	BETTAHAR	ISGC	M	BETTAHAR M
DOMINIQUE	PETITJEAN	DOMINIQUE	PETITJEAN	ISGC	D	PETITJEAN D
SANDRA	CONSTANT	SANDRA	CONSTANT	ISGC	S	CONSTANT S
JEAN-CHARLES	MOTTE	JEAN CHARLES	MOTTE	ISGC	J	MOTTE J
ABDELATIF	BARAKAT	ABDELLATIF	BARAKAT	ISGC	A	BARAKAT A
CLAIRE	DUMAS	CLAIRE	DUMAS	ISGC	C	DUMAS C
FRENCESCO DI	RENZO	FRANCESCO	DI RENZO	ISGC	FD	RENZO FD
CLAUDIO	AGUIAR	CLAUDIO	AGUIAR	ISGC	C	AGUIAR C
ANTONIO	BAPTISTA	ANTONIO	BAPTISTA	ISGC	A	BAPTISTA A
JULIANNA SOUZA	SARTORI	JULIANA	DE SOUZA SARTORI	ISGC	JS	SARTORI JS
ALINE	BIGATON	ALINE	BIGATON	ISGC	A	BIGATON A
TALITA	ZOCCA	TALITA	ZOCCA	ISGC	T	ZOCCA T
MICHELE	CATELAN	MICHELE	CATELAN	ISGC	M	CATELAN M
NATHALIA	CORREA	NATHALIA	CORREA	ISGC	N	CORREA N
FENG	WANG	FENG	WANG	ISGC	F	WANG F
FREDERIC	HAPIOT	FREDERIC	HAPIOT	ISGC	F	HAPIOT F
JEROME	BOULANGER	JEROME	BOULANGER	ISGC	J	BOULANGER J
LISE	MAISONNEUVE	LISE	MAISONNEUVE	ISGC	L	MAISONNEUVE L
SALVADOR	ORDONEZ	SALVADOR	ORDONEZ	ISGC	S	ORDONEZ S
EVA	DIAZ	EVA	DIAZ	ISGC	E	DIAZ E
MATTEO	GUIDOTTI	MATTEO	GUIDOTTI	ISGC	M	GUIDOTTI M
CRISTINA	TIOZZO	CRISTINA	TIOZZO	ISGC	C	TIOZZO C
RINALDO	PSARO	RINALDO	PSARO	ISGC	R	PSARO R
FABIO	CARNIATO	FABIO	CARNIATO	ISGC	F	CARNIATO F
ALESSANDRO	GALLO	ALESSANDRO	GALLO	ISGC	A	GALLO A
FRÉDÉRIC	BATAILLE	FREDERIC	BATAILLE	ISGC	F	BATAILLE F
JACQUES	BARBIER	JACQUES	BARBIER	ISGC	J	BARBIER J
FABIENNE	PERRONA	FABIENNE	PERRONA	ISGC	F	PERRONA F
ALEXANDRE	BRIAND	ALEXANDRE	BRIAND	ISGC	A	BRIAND A
MARIANA CUNHA	FELIX	MARIANA CUNHA	FELIX	ISGC	MC	FELIX MC
MÉLISSA	FORNASERO	MELISSA	FORNASERO	ISGC	M	FORNASERO M
STÉPHANE	MARCOTTE	STEPHANE	MARCOTTE	ISGC	S	MARCOTTE S
JUSTINE	GIAUFFRET	JUSTINE	GIAUFFRET	ISGC	J	GIAUFFRET J
IRENE NOTAR	FRANCESCO	IRENE NOTAR	FRANCESCO	ISGC	IN	FRANCESCO IN
JENNIFER K	EDWARDS	JENNIFER K	EDWARDS	ISGC	JK	EDWARDS JK
GRAHAM J	HUTCHINGS	GRAHAM J	HUTCHINGS	ISGC	GJ	HUTCHINGS GJ
SYLVAIN	ANTONIOTTI	SYLVAIN	ANTONIOTTI	ISGC	S	ANTONIOTTI S
HARESH	MANYAR	HARESH	MANYAR	ISGC	H	MANYAR H
MATHIEU	MOUGENOT	MATHIEU	MOUGENOT	ISGC	M	MOUGENOT M
PASCAL	BRAULT	PASCAL	BRAULT	ISGC	P	BRAULT P
ERIC DA	SILVA	ERIC	DA SILVA	ISGC	ED	SILVA ED
WISSAM	DAYOUB	WISSAM	DAYOUB	ISGC	W	DAYOUB W
JULIEN	DEBRAY	JULIEN	DEBRAY	ISGC	J	DEBRAY J
GÉRARD	MIGNANI	GERARD	MIGNANI	ISGC	G	MIGNANI G
ARJAN	KLEIJ	ARJAN W	KLEIJ	ISGC	A	KLEIJ A
CHRIS	WHITEOAK	CHRIS	WHITEOAK	ISGC	C	WHITEOAK C
FELIU	MASERAS	FELIU	MASERAS	ISGC	F	MASERAS F
AINARA	NOVA	AINARA	NOVA	ISGC	A	NOVA A
SYED M	AL-AMSYAR	SYED M	AL AMSYAR	ISGC	SM	AL-AMSYAR SM
CHRISTOPHER J	WHITEOAK	CHRISTOPHER J	WHITEOAK	ISGC	CJ	WHITEOAK CJ
HICHAM	AITRASS	HICHAM	AIT RASS	ISGC	H	AITRASS H
IRANTZU	SADABA	IRANTZU	SADABA	ISGC	I	SADABA I
RAFAEL	MARISCAL	RAFAEL	MARISCAL LOPEZ	ISGC	R	MARISCAL R
MANUEL LOPEZ	GRANADOS	MANUEL	LOPEZ GRANADOS	ISGC	ML	GRANADOS ML
IKER	AGIRREZABAL-TELLERIA	IKER	AGIRREZABAL TELLERIA	ISGC	I	AGIRREZABAL-TELLERIA I
MARTINO	NIEDDU	MARTINO	NIEDDU	ISGC	M	NIEDDU M
ESTELLE	GARNIER	ESTELLE	GARNIER	ISGC	E	GARNIER E
FRANCK-DOMINIQUE	VIVIEN	FRANCK DOMINIQUE	VIVIEN	ISGC	F	VIVIEN F
CHRISTOPHE	BLIARD	CHRISTOPHE	BLIARD	ISGC	C	BLIARD C
ALI	YOUSSEF	ALI	YOUSSEF	ISGC	A	YOUSSEF A
N	FERLIN	N	FERLIN	ISGC	N	FERLIN N
S	GATARD	S	GATARD	ISGC	S	GATARD S
S	BOUQUILLON	SANDRINE	BOUQUILLON	ISGC	S	BOUQUILLON S
KAIYOU	CHEN	KAIYOU	CHEN	ISGC	K	CHEN K
YASUSHI	AMADA	YASUSHI	AMADA	ISGC	Y	AMADA Y
KELLCHI	TOMISHIGE	KEIICHI	TOMISHIGE	ISGC	K	TOMISHIGE K
ESTELLE BANASZAK	LEONARD	ESTELLE	BANASZAK LEONARD	ISGC	EB	LEONARD EB
NICOLAS	DRILLAUD	NICOLAS	DRILLAUD	ISGC	N	DRILLAUD N
HOUCINE	MHEMDI	HOUCINE	MHEMDI	ISGC	H	MHEMDI H
JOHANNES	NIEDERHAUSER	JOHANNES	NIEDERHAUSER	ISGC	J	NIEDERHAUSER J
SARAH	PRATTER	SARAH	PRATTER	ISGC	S	PRATTER S
PRAKASH	SAHOO	PRAKASH	SAHOO	ISGC	P	SAHOO P
YOUNG-NAM	JANG	YOUNG NAM	JANG	ISGC	Y	JANG Y
SEUNG-WOO	LEE	SEUNG WOO	LEE	ISGC	S	LEE S
HUIHUI	LIU	HUIHUI	LIU	ISGC	H	LIU H
XIAN	ZHANG	XIAN	ZHANG	ISGC	X	ZHANG X
GUIYING	LI	GUIYING	LI	ISGC	G	LI G
TOMAS VAN	HAASTERECHT	TOMAS	VAN HAASTERECHT	ISGC	TV	HAASTERECHT TV
CARL C I	LUDDING	CARL C I	LUDDING	ISGC	CCI	LUDDING CCI
KRIJN P DE	JONG	KRIJN P	DE JONG	ISGC	KPD	JONG KPD
JOHANNES H	BITTER	JOHANNES HENDRIK	BITTER	ISGC	JH	BITTER JH
MARGARIDA COSTA	GOMES	MARGARIDA	COSTA GOMES	ISGC	MC	GOMES MC
PASCALE	HUSSON	PASCALE	HUSSON	ISGC	P	HUSSON P
AGILIO	PADUA	AGILIO	PADUA	ISGC	A	PADUA A
MAGDALENA	TITIRICI	MAGDALENA	TITIRICI	ISGC	M	TITIRICI M
ALEKSEY	BYCHKOV	ALEKSEY	BYCHKOV	ISGC	A	BYCHKOV A
FREDERIQUE	BERTAUD	FREDERIQUE	BERTAUD	ISGC	F	BERTAUD F
ARNAUD	AUBIGNY	ARNAUD	AUBIGNY	ISGC	A	AUBIGNY A
CHRISTELLE	BOUCHERAND	CHRISTELLE	BOUCHERAND	ISGC	C	BOUCHERAND C
MARIE	BESSIERES	MARIE	BESSIERES	ISGC	M	BESSIERES M
OLIVIER	GUERRINI	OLIVIER	GUERRINI	ISGC	O	GUERRINI O
RÉMI	CAZELLES	REMI	CAZELLES	ISGC	R	CAZELLES R
B	BLAS-MOLINOS	B	BLAS MOLINOS	ISGC	B	BLAS-MOLINOS B
S	WESSELBAUM	S	WESSELBAUM	ISGC	S	WESSELBAUM S
U	HINTERMAIR	U	HINTERMAIR	ISGC	U	HINTERMAIR U
G	FRANCIO	G	FRANCIO	ISGC	G	FRANCIO G
W	LEITNER	WALTER	LEITNER	ISGC	W	LEITNER W
BASTIEN	CHATELET	BASTIEN	CHATELET	ISGC	B	CHATELET B
LIONEL	JOUCLA	LIONEL	JOUCLA	ISGC	L	JOUCLA L
ALEXANDRE	MARTINEZ	ALEXANDRE	MARTINEZ	ISGC	A	MARTINEZ A
JULIEN	LECLAIRE	JULIEN	LECLAIRE	ISGC	J	LECLAIRE J
DANIEL	STELLWAGEN	DANIEL	STELLWAGEN	ISGC	D	STELLWAGEN D
KRIJN DE	JONG	KRIJN P	DE JONG	ISGC	KD	JONG KD
PHILIPPE	GARRIGUES	PHILIPPE	GARRIGUES	ISGC	P	GARRIGUES P
MARTINE	LARGERON	MARTINE	LARGERON	ISGC	M	LARGERON M
JOSÉ	FRAILE	JOSE	FRAILE	ISGC	J	FRAILE J
ENRIQUE	GARCIA-BORDEJÉ	ENRIQUE	GARCIA BORDEJE	ISGC	E	GARCIA-BORDEJE E
LAURA	ROLDAN	LAURA	ROLDAN	ISGC	L	ROLDAN L
RITA	SASSINE	RITA	SASSINE	ISGC	R	SASSINE R
CATARINA	ROCHA	CATARINA	ROCHA	ISGC	C	ROCHA C
MICHAEL	RAMIN	MICHAEL	RAMIN	ISGC	M	RAMIN M
ROBERT	GOSSELINK	ROBERT	GOSSELINK	ISGC	R	GOSSELINK R
DANIËL	STELLWAGEN	DANIEL	STELLWAGEN	ISGC	D	STELLWAGEN D
ANNA	KULIK	ANNA	KULIK	ISGC	A	KULIK A
ANGELA	KÖCKRITZ	ANGELA	KOCKRITZ	ISGC	A	KOCKRITZ A
ANDREAS	MARTIN	ANDREAS	MARTIN	ISGC	A	MARTIN A
ARNO	BEHR	ARNO	BEHR	ISGC	A	BEHR A
PAVEL	HORÁK	PAVEL	HORAK	ISGC	P	HORAK P
HYNEK	BENE	HYNEK	BENE	ISGC	H	BENE H
OLIVIER	JACQUET	OLIVIER	JACQUET	ISGC	O	JACQUET O
CHRISTOPHE	GOMES	CHRISTOPHE	GOMES	ISGC	C	GOMES C
MAEVA	GIRAUDO	MAEVA	GIRAUDO	ISGC	M	GIRAUDO M
PHILIPPE	BOUCHARD	PHILIPPE	BOUCHARD	ISGC	P	BOUCHARD P
WOUTER DE	SOETE	WOUTER	DE SOETE	ISGC	WD	SOETE WD
CAMILLE	LUDOT	CAMILLE	LUDOT	ISGC	C	LUDOT C
JEAN	LEBRAS	JEAN	LE BRAS	ISGC	J	LEBRAS J
STEFAN	WILLFÖR	STEFAN	WILLFOR	ISGC	S	WILLFOR S
DMITRY	MURZIN	DMITRY	MURZIN	ISGC	D	MURZIN D
FLORA T T	NG	FLORA T T	NG	ISGC	FTT	NG FTT
JIN KU	CHO	JIN KU	CHO	ISGC	JK	CHO JK
KEVIN VAN	GEEM	KEVIN	VAN GEEM	ISGC	KV	GEEM KV
J	BIDANGE	J	BIDANGE	ISGC	J	BIDANGE J
C	FISCHMEISTER	CEDRIC	FISCHMEISTER	ISGC	C	FISCHMEISTER C
C	BRUNEAU	CHRISTIAN	BRUNEAU	ISGC	C	BRUNEAU C
FELIX	RICHTER	FELIX	RICHTER	ISGC	F	RICHTER F
TIM	KLASEN	TIM	KLASEN	ISGC	T	KLASEN T
MICKA	AGACH	MICKAEL	AGACH	ISGC	M	AGACH M
IONNA	MELIDI	IONNA	MELIDI	ISGC	I	MELIDI I
VÉRONIQUE	RATAJ	VERONIQUE	NARDELLO RATAJ	ISGC	V	RATAJ V
BOHAN	ZHAO	BOHAN	ZHAO	ISGC	B	ZHAO B
YAN	ZENG	YAN	ZENG	ISGC	Y	ZENG Y
LOURDES	BALLINAS-CASARRUBIAS	LOURDES	BALLINAS CASARRUBIAS	ISGC	L	BALLINAS-CASARRUBIAS L
TANIA	SAUCEDO	TANIA	SAUCEDO	ISGC	T	SAUCEDO T
LAILA	MUNOZ-CASTELLANOS	LAILA	MUNOZ CASTELLANOS	ISGC	L	MUNOZ-CASTELLANOS L
VIRGINIA	NEVAREZ-MOORILLON	VIRGINIA	NEVAREZ MOORILLON	ISGC	V	NEVAREZ-MOORILLON V
GUILLERMO	GONZALEZ-SANCHEZ	GUILLERMO	GONZALEZ SANCHEZ	ISGC	G	GONZALEZ-SANCHEZ G
FANCH	CHERHAL	FANCH	CHERHAL	ISGC	F	CHERHAL F
HERVÉ	CATHALA	HERVE	CATHALA	ISGC	H	CATHALA H
TIMOTHÉE	NOCQUET	TIMOTHEE	NOCQUET	ISGC	T	NOCQUET T
SYLVAIN	SALVADOR	SYLVAIN	SALVADOR	ISGC	S	SALVADOR S
PURAN SINGH	RATHORE	PURAN SINGH	RATHORE	ISGC	PS	RATHORE PS
SONAL	THAKORE	SONAL	THAKORE	ISGC	S	THAKORE S
KARINE DE OLIVEIRA	VIGIER	KARINE	DE OLIVEIRA VIGIER	ISGC	KDO	VIGIER KDO
FLORYAN	DECAMPO	FLORYAN	DE CAMPO	ISGC	F	DECAMPO F
KÉVIN	LOUIS	KEVIN	LOUIS	ISGC	K	LOUIS K
JIE	YANG	JIE	YANG	ISGC	J	YANG J
MINGHAO	LI	MINGHAO	LI	ISGC	M	LI M
BINGHUA	ZHOU	BINGHUA	ZHOU	ISGC	B	ZHOU B
VERONIKA	FISCHER	VERONIKA	FISCHER	ISGC	V	FISCHER V
YIN	LIU	YIN	LIU	ISGC	Y	LIU Y
